csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
1996,9780028625096,,amazon,skipped,0,0,,0,0,0,0,1,,,data
1997,9780684864983,,amazon,skipped,0,0,,0,0,0,0,1,,,data
1998,9781881052227,,amazon,skipped,0,0,,0,0,0,0,1,,,data
1999,9780972060523,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2000,9780802465849,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2001,9780517706985,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2002,9780890874929,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2003,9780060160616,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2004,9780446530866,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2005,9780945528005,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2006,9780684833613,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2007,9780517101100,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2008,9781855380653,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2009,9781583940334,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2010,9781883319656,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2011,9781883319014,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2012,9780140193534,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2013,9780060912550,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2014,9780345315618,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2015,9781880032466,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2016,9780345352507,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2017,9780471272427,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2018,9788817133647,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2019,9788804436621,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2020,9780395608357,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2021,9780515119442,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2022,9780879056261,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2023,9788471663948,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2024,9780590401647,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2025,9780345393562,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2026,9780385487238,,amazon,skipped,0,0,,0,0,0,0,1,,,data
